filepath,label,aoi_name,row,col,center_lat,center_lon
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c7168.npy,0,T1_Ladakh,512,7168,34.25908531046058,78.53407512179263
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c7424.npy,0,T1_Ladakh,512,7424,34.25964135669377,78.56185565549933
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c7680.npy,0,T1_Ladakh,512,7680,34.26019111455278,78.5896369463221
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c7936.npy,0,T1_Ladakh,512,7936,34.260734583474644,78.61741898566932
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c8192.npy,0,T1_Ladakh,512,8192,34.26127176290281,78.64520176494781
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c8448.npy,0,T1_Ladakh,512,8448,34.2618026522871,78.67298527556306
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c8704.npy,0,T1_Ladakh,512,8704,34.2623272510838,78.70076950891914
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c8960.npy,0,T1_Ladakh,512,8960,34.262845558755586,78.72855445641865
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c9216.npy,0,T1_Ladakh,512,9216,34.26335757477155,78.75634010946293
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c9472.npy,0,T1_Ladakh,512,9472,34.2638632986072,78.78412645945187
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c9728.npy,0,T1_Ladakh,512,9728,34.26436272974448,78.81191349778406
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c9984.npy,0,T1_Ladakh,512,9984,34.26485586767175,78.83970121585675
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c10240.npy,0,T1_Ladakh,512,10240,34.265342711883775,78.86748960506588
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r512_c10496.npy,0,T1_Ladakh,512,10496,34.26582326188177,78.89527865680613
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c0.npy,0,T1_Ladakh,768,0,34.21791494007711,77.75744692317885
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c256.npy,0,T1_Ladakh,768,256,34.218646177094435,77.78519523838675
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c512.npy,0,T1_Ladakh,768,512,34.21937114947633,77.81294454953225
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c768.npy,0,T1_Ladakh,768,768,34.22008985648189,77.84069484807999
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c1024.npy,0,T1_Ladakh,768,1024,34.22080229737662,77.8684461254927
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c1280.npy,0,T1_Ladakh,768,1280,34.22150847143235,77.89619837323123
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c1536.npy,0,T1_Ladakh,768,1536,34.22220837792729,77.92395158275458
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c1792.npy,0,T1_Ladakh,768,1792,34.22290201614596,77.95170574551993
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c2048.npy,0,T1_Ladakh,768,2048,34.223589385379306,77.97946085298257
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c2304.npy,0,T1_Ladakh,768,2304,34.22427048492459,78.007216896596
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c2560.npy,0,T1_Ladakh,768,2560,34.22494531408546,78.03497386781196
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c2816.npy,0,T1_Ladakh,768,2816,34.22561387217192,78.06273175808035
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c3072.npy,0,T1_Ladakh,768,3072,34.226276158500326,78.09049055884935
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c3328.npy,0,T1_Ladakh,768,3328,34.226932172393454,78.1182502615654
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c3584.npy,0,T1_Ladakh,768,3584,34.227581913180416,78.14601085767313
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c3840.npy,0,T1_Ladakh,768,3840,34.22822538019667,78.17377233861555
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c4096.npy,0,T1_Ladakh,768,4096,34.228862572784124,78.20153469583393
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c4352.npy,0,T1_Ladakh,768,4352,34.229493490291,78.2292979207678
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c4608.npy,0,T1_Ladakh,768,4608,34.23011813207194,78.25706200485514
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c4864.npy,0,T1_Ladakh,768,4864,34.23073649748793,78.28482693953221
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c5120.npy,0,T1_Ladakh,768,5120,34.23134858590637,78.3125927162336
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c5376.npy,0,T1_Ladakh,768,5376,34.231954396701035,78.34035932639233
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c5632.npy,0,T1_Ladakh,768,5632,34.232553929252084,78.36812676143984
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c5888.npy,0,T1_Ladakh,768,5888,34.233147182946055,78.39589501280595
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c6144.npy,0,T1_Ladakh,768,6144,34.233734157175924,78.42366407191889
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c6400.npy,0,T1_Ladakh,768,6400,34.23431485134097,78.45143393020538
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c6656.npy,0,T1_Ladakh,768,6656,34.23488926484695,78.47920457909059
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c6912.npy,0,T1_Ladakh,768,6912,34.23545739710598,78.50697600999816
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c7168.npy,0,T1_Ladakh,768,7168,34.23601924753657,78.53474821435022
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c7424.npy,0,T1_Ladakh,768,7424,34.236574815563635,78.56252118356741
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c7680.npy,0,T1_Ladakh,768,7680,34.2371241006185,78.59029490906896
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c7936.npy,0,T1_Ladakh,768,7936,34.23766710213888,78.61806938227254
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c8192.npy,0,T1_Ladakh,768,8192,34.23820381956889,78.64584459459448
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c8448.npy,0,T1_Ladakh,768,8448,34.23873425235906,78.67362053744962
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c8704.npy,0,T1_Ladakh,768,8704,34.23925839996632,78.70139720225144
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c8960.npy,0,T1_Ladakh,768,8960,34.23977626185401,78.72917458041199
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c9216.npy,0,T1_Ladakh,768,9216,34.24028783749188,78.75695266334198
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c9472.npy,0,T1_Ladakh,768,9472,34.24079312635608,78.78473144245073
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c9728.npy,0,T1_Ladakh,768,9728,34.2412921279292,78.81251090914627
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c9984.npy,0,T1_Ladakh,768,9984,34.241784841700216,78.84029105483526
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c10240.npy,0,T1_Ladakh,768,10240,34.24227126716454,78.86807187092307
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r768_c10496.npy,0,T1_Ladakh,768,10496,34.24275140382397,78.89585334881377
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c0.npy,0,T1_Ladakh,1024,0,34.19486435019387,77.75833044120797
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c256.npy,0,T1_Ladakh,1024,256,34.195594958398765,77.786071227553
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c512.npy,0,T1_Ladakh,1024,512,34.19631930734477,77.81381300874384
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c768.npy,0,T1_Ladakh,1024,768,34.19703739629192,77.84155577625444
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c1024.npy,0,T1_Ladakh,1024,1024,34.19774922450661,77.86929952155684
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c1280.npy,0,T1_Ladakh,1024,1280,34.198454791261554,77.89704423612119
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c1536.npy,0,T1_Ladakh,1024,1536,34.19915409583584,77.92478991141579
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c1792.npy,0,T1_Ladakh,1024,1792,34.199847137514915,77.9525365389071
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c2048.npy,0,T1_Ladakh,1024,2048,34.20053391559055,77.98028411005974
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c2304.npy,0,T1_Ladakh,1024,2304,34.20121442936088,78.00803261633652
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c2560.npy,0,T1_Ladakh,1024,2560,34.20188867813042,78.0357820491985
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c2816.npy,0,T1_Ladakh,1024,2816,34.202556661210004,78.06353240010492
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c3072.npy,0,T1_Ladakh,1024,3072,34.203218377916876,78.09128366051323
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c3328.npy,0,T1_Ladakh,1024,3328,34.20387382757458,78.11903582187922
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c3584.npy,0,T1_Ladakh,1024,3584,34.20452300951308,78.1467888756569
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c3840.npy,0,T1_Ladakh,1024,3840,34.20516592306868,78.17454281329853
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c4096.npy,0,T1_Ladakh,1024,4096,34.20580256758404,78.20229762625476
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c4352.npy,0,T1_Ladakh,1024,4352,34.20643294240823,78.2300533059745
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c4608.npy,0,T1_Ladakh,1024,4608,34.20705704689666,78.25780984390501
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c4864.npy,0,T1_Ladakh,1024,4864,34.2076748804111,78.28556723149188
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c5120.npy,0,T1_Ladakh,1024,5120,34.208286442319746,78.31332546017912
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c5376.npy,0,T1_Ladakh,1024,5376,34.20889173199713,78.3410845214091
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c5632.npy,0,T1_Ladakh,1024,5632,34.209490748824166,78.36884440662256
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c5888.npy,0,T1_Ladakh,1024,5888,34.210083492188176,78.39660510725872
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c6144.npy,0,T1_Ladakh,1024,6144,34.21066996148284,78.42436661475516
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c6400.npy,0,T1_Ladakh,1024,6400,34.21125015610822,78.45212892054798
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c6656.npy,0,T1_Ladakh,1024,6656,34.211824075470766,78.4798920160717
DRDO_Terrain_Dataset_7Channel\T1_Ladakh_r1024_c6912.npy,0,T1_Ladakh,1024,6912,34.21239171898334,78.50765589275933
